release_date,artist,album,fantano_rating,review_link,number_user_reviews,number_critic_reviews,format,label,genres,producer,website,tracks,features,number_tracks,avg_track_rating,total_length,user_score,critic_score,info_link
"March 18, 2017",Drake,More Life,50,https://www.youtube.com/watch?v=dqZywmtj3yc,1379,25,Mixtape,"Republic, Cash Money, Young Money","Pop Rap, Contemporary R&B, R&B","Kanye West, PARTYNEXTDOOR, STWO, Murda Beatz, S1, Boi-1da, Cubeatz, Allen Ritter, T-Minus, Supah Mario, Charlie Handsome, Nineteen85, Vinylz, Chef Pasquale, G. Ry, Wallis Lane",www.drakeofficial.com,Free Smoke [73] (3:38) | No Long Talk [60] (2:29) | Passionfruit [92] (4:58) | Jorja Interlude [69] (1:47) | Get It Together [76] (4:10) | Madiba Riddim [62] (3:25) | Blem [54] (3:36) | 4422 [73] (223:06) | Gyalchester [69] (3:09) | Skepta Interlude [72] (2:23) | Portland [70] (3:56) | Sacrifices [67] (5:07) | Nothings Into Somethings [62] (2:33) | Teenage Fever [63] (3:39) | KMT [54] (2:42) | Lose You [61] (5:05) | Can't Have Everything [62] (3:48) | Glow [58] (3:26) | Since Way Back [56] (6:08) | Fake Love [64] (3:30) | Ice Melts [49] (4:10) | Do Not Disturb [76] (4:43),"NA | , Giggs | NA | NA | Black Coffee, Jorja Smith | NA | NA | Sampha | NA | NA | Quavo, Travis Scott | 2 Chainz, Young Thug | NA | NA | Giggs | NA | NA | Kanye West | PARTYNEXTDOOR | NA | Young Thug | NA",22,65.54545454545455,"Total Length: 1 hour, 21 minutes",63,76,https://www.albumoftheyear.org/album/66535-drake-more-life.php
"March 25, 2013",Kvelertak,Meir,80,https://www.youtube.com/watch?v=6KelOf9JfaY,64,13,LP,Atlantic,"Hardcore Punk, Black Metal, Metal",NA,kvelertak.com,NA,NA,NA,NA,NA,78,81,https://www.albumoftheyear.org/album/6392-kvelertak-meir.php
"August 7, 2020",The Microphones,Microphones in 2020,70,https://www.youtube.com/watch?v=tva9Kl62-Ck,1053,13,LP,P. W. Elverum & Sun Ltd.,"Singer-Songwriter, Indie Folk, Avant-Folk",NA,NA,Microphones in 20204 [92] (044:44),NA,1,92,Total Length: 44 minutes,83,85,https://www.albumoftheyear.org/album/253159-the-microphones-microphones-in-2020.php
"October 30, 2015",Beach Slang,The Things We Do To Find People Who Feel Like Us,70,https://www.youtube.com/watch?v=Djrg-_jfGis,82,23,LP,Polyvinyl,"Alternative Rock, Punk Rock",NA,beachslang.com,NA,NA,NA,NA,NA,75,77,https://www.albumoftheyear.org/album/38736-beach-slang-the-things-we-do-to-find-people-who-feel-like-us.php
"April 8, 2022",Billy Woods,Aethiopes,80,https://www.youtube.com/watch?v=wSesOY1Aa4A,871,5,LP,Backwoodz Studioz,"Abstract Hip Hop, East Coast Hip Hop, Experimental Hip Hop",Preservation,NA,Asylum [88] (2:42) | No Hard Feelings [89] (2:15) | Wharves [88] (3:08) | Sauvage [90] (3:07) | The Doldrums [79] (3:40) | NYNEX [86] (4:17) | Christine [84] (3:31) | Heavy Water [91] (2:23) | Haarlem [84] (3:19) | Versailles [85] (3:07) | Protoevangelium [85] (2:24) | Remorseless [92] (2:50) | Smith + Cross [91] (2:21),"NA | NA | NA | Boldy James, Gabe 'Nandez | NA | Elucid, Quelle Chris, Denmark Vessey | Mike Ladd | El-P, Breeze Brewin | Fatboi Sharif | Despot | Shinehead | NA | NA",13,87.07692307692308,Total Length: 39 minutes,83,82,https://www.albumoftheyear.org/album/479756-billy-woods-aethiopes.php
"September 18, 2015",Christian Scott aTunde Adjuah,Stretch Music,70,https://www.youtube.com/watch?v=DHaaMg8Owl0,28,3,LP,Ropeadope Records,"Jazz Fusion, Post-Bop",NA,NA,NA,NA,NA,NA,NA,76,72,https://www.albumoftheyear.org/album/42265-christian-scott-stretch-music.php
"August 4, 2017",Uncommon Nasa,Written at Night,80,https://www.youtube.com/watch?v=eir7AorIVXg,54,2,LP,Dog Bites Man,"Hip Hop, Abstract Hip Hop, Conscious Hip Hop, East Coast Hip Hop",NA,NA,NA,NA,NA,NA,NA,70,75,https://www.albumoftheyear.org/album/85080-uncommon-nasa-written-at-night.php
"September 16, 2014",My Brightest Diamond,This Is My Hand,70,https://www.youtube.com/watch?v=2x3B4W2FVkI,26,14,LP,Asthmatic Kitty,Chamber Pop,NA,NA,NA,NA,NA,NA,NA,77,69,https://www.albumoftheyear.org/album/16533-my-brightest-diamond-this-is-my-hand.php
"June 18, 2013",J. Cole,Born Sinner,50,https://www.youtube.com/watch?v=JSjc0XzeImg,694,16,LP,"Roc Nation, Columbia, Dreamville",Hip Hop,NA,www.dreamville.com,Villuminati [100] (5:07) | Kerney Sermon [100] (0:46) | Land of the Snakes [100] (4:14) | Power Trip [100] (4:01) | Mo Money [100] (1:17) | Trouble [100] (4:18) | Runaway [100] (5:14) | She Knows [100] (4:56) | Rich Niggaz [100] (4:36) | Where's Jermaine? [100] (0:36) | Forbidden Fruit [100] (4:28) | Chaining Day [100] (4:44) | Ain't That Some Shit [100] (2:27) | Crooked Smile [100] (4:38) | Let Nas Down [100] (4:37) | Born Sinner [100] (3:29),"NA | NA | NA | Miguel | NA | NA | NA | Amber Coffman, Cults | NA | NA | Kendrick Lamar | NA | NA | TLC | NA | James Fauntleroy",16,100,Total Length: 59 minutes,66,68,https://www.albumoftheyear.org/album/7940-j-cole-born-sinner.php
"June 2, 2015",Florence + The Machine,How Big How Blue How Beautiful,70,https://www.youtube.com/watch?v=7jKEYrJTVQI,942,36,LP,Island Records,"Art Pop, Pop Rock","Kid Harpoon, Dan Wilson, Paul Epworth, Markus Dravs, Charlie Hugall, James Ford, Brett Shaw, Isabella Summers, John Hill",florenceandthemachine.net,"Ship To Wreck [93] (3:54) | What Kind of Man [93] (3:36) | How Big, How Blue, How Beautiful [94] (5:34) | Queen of Peace [99] (5:07) | Various Storms & Saints [86] (4:09) | Delilah [92] (4:53) | Long & Lost [85] (3:15) | Caught [89] (4:24) | Third Eye [90] (4:20) | St Jude [90] (3:45) | Mother [93] (5:49)",NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,91.27272727272728,Total Length: 48 minutes,81,77,https://www.albumoftheyear.org/album/27778-florence-the-machine-how-big-how-blue-how-beautiful.php
"August 5, 2014",Spoon,They Want My Soul,70,https://www.youtube.com/watch?v=0-kjcZRAxcs,485,37,LP,"Loma Vista, Anti-","Indie Rock, Art Rock","Spoon, Joe Chiccarelli, Dave Fridmann",www.spoontheband.com,Rent I Pay [88] (3:09) | Inside Out [93] (5:01) | Rainy Taxi [95] (3:58) | Do You [90] (3:32) | Knock Knock Knock [85] (4:39) | Outlier [96] (4:21) | They Want My Soul [87] (3:21) | I Just Don't Understand [82] (2:37) | Let Me Be Mine [85] (3:25) | New York Kiss [95] (3:26),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,89.6,Total Length: 37 minutes,80,78,https://www.albumoftheyear.org/album/16544-spoon-they-want-my-soul.php
"January 21, 2022",AURORA,The Gods We Can Touch,60,https://youtu.be/z2G8EmCxjJo,907,16,LP,"Decca, Glass Note","Folk Pop, Alt-Pop, Art Pop",NA,NA,The Forbidden Fruits of Eden [75] (0:40) | Everything Matters [80] (3:33) | Giving In To the Love [79] (3:01) | Cure For Me [81] (3:21) | You Keep Me Crawling [78] (2:59) | Exist for Love [83] (4:12) | Heathens [77] (3:45) | The Innocent [74] (3:27) | Exhale Inhale [69] (3:32) | A Temporary High [76] (3:23) | A Dangerous Thing [78] (3:35) | Artemis [72] (2:38) | Blood In the Wine [81] (3:29) | This Could Be a Dream [77] (4:08) | A Little Place Called the Moon [73] (4:10),NA | Pomme | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,15,76.86666666666666,Total Length: 50 minutes,73,77,https://www.albumoftheyear.org/album/422942-aurora-the-gods-we-can-touch.php
"August 17, 2017",Brand New,Science Fiction,70,https://www.youtube.com/watch?v=I_UJ-3yakDg,831,14,LP,Procrastinate! Music Traitors,"Indie Rock, Emo","Brand New, Mike Sapone",NA,Lit Me Up [94] (6:16) | Can't Get It Out [96] (3:42) | Waste [93] (4:36) | Could Never Be Heaven [85] (3:16) | Same Logic / Teeth [95] (5:34) | 137 [99] (375:01) | Out of Mana [89] (5:14) | In the Water [95] (6:52) | Desert [90] (3:36) | No Control [79] (3:55) | 451 [90] (514:52) | Batter Up [86] (8:27),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,12,90.91666666666669,"Total Length: 1 hour, 1 minute",81,85,https://www.albumoftheyear.org/album/87408-brand-new-science-fiction.php
"August 16, 2019",King Gizzard and the Lizard Wizard,Infest the Rats' Nest,80,https://www.youtube.com/watch?v=Puf8WJjnS4I,1129,21,LP,"Flightless, ATO","Stoner Metal, Thrash Metal, Heavy Psych",Stu Mackenzie,NA,Planet B [94] (3:56) | Mars for the Rich [92] (4:11) | Organ Farmer [82] (2:39) | Superbug [89] (6:43) | Venusian 1 [89] (13:20) | Perihelion [90] (3:11) | Venusian 2 [86] (22:44) | Self-Immolate [94] (4:28) | Hell [90] (3:39),NA | NA | NA | NA | NA | NA | NA | NA | NA,9,89.55555555555556,Total Length: 34 minutes,78,72,https://www.albumoftheyear.org/album/160894-king-gizzard-and-the-lizard-wizard-infest-the-rats-nest.php
"September 10, 2021",Baby Keem,The Melodic Blue,60,https://www.youtube.com/watch?v=fDo6TzAIaAE,1662,11,LP,"pgLang, Columbia","Trap, Experimental Hip Hop","Bekon, Cardo, Che Ecru, DJ Dahi, Jasper Harris, Outtatown, FnZ, 30 Roc, Sounwave, Yung Exclusive, Dez Wright, Johnny Juliano, Frankie Bash, Jahaan Sweet, Beach Noise, Deats",NA,trademark usa [80] (4:30) | pink panties [55] (2:43) | scapegoats [74] (1:16) | range brothers [75] (5:16) | issues [74] (3:39) | gorgeous [65] (2:20) | south africa [55] (2:54) | lost souls [62] (4:29) | cocoa [73] (3:49) | family ties [90] (4:12) | scars [78] (4:26) | durag activity [67] (3:44) | booman [64] (2:35) | first order of business [61] (2:48) | vent [77] (2:16) | 16 [80] (162:36),NA | NA | NA | NA | NA | NA | NA | NA | Don Toliver | NA | NA | NA | NA | NA | NA | NA,16,70.625,Total Length: 53 minutes,68,72,https://www.albumoftheyear.org/album/361850-baby-keem-the-melodic-blue.php
"September 24, 2013",Drake,Nothing Was the Same,50,https://www.youtube.com/watch?v=nk-QWzy6ihQ,1720,30,LP,"OVO Sound, Young Money, Cash Money, Republic","Pop Rap, Contemporary R&B, R&B","Hudson Mohawke, Sampha, Majid Jordan, Jake One, Mike Zombie, Key Wane, DJ Dahi, Detail, Boi-1da, Allen Ritter, Nineteen85, The Order, Vinylz, 40, Jordan Evans, Matthew Burnett, Hagler",www.drakeofficial.com,"Tuscan Leather [88] (6:06) | Furthest Thing [87] (4:27) | Started From the Bottom [80] (2:53) | Wu-Tang Forever [72] (3:37) | Own It [67] (4:11) | Worst Behavior [80] (4:30) | From Time [85] (5:22) | Hold On, We're Going Home [84] (3:51) | Connect [68] (4:56) | The Language [75] (3:44) | 305 To My City [63] (4:15) | Too Much [87] (4:21) | Pound Cake / Paris Morton Music 2 [90] (27:13)",NA | NA | NA | NA | NA | NA | Jhené Aiko | Majid Jordan | NA | NA | Detail | NA | Jay-Z,13,78.92307692307692,Total Length: 59 minutes,75,77,https://www.albumoftheyear.org/album/8003-drake-nothing-was-the-same.php
"August 21, 2015",Ghost,Meliora,90,https://www.youtube.com/watch?v=NTyqliFaMbk,546,17,LP,Loma Vista,"Hard Rock, Heavy Metal",Klas Åhlund,NA,Spirit [94] (5:15) | From the Pinnacle to the Pit [97] (4:02) | Cirice [99] (6:02) | Spöksonat [88] (0:56) | He Is [98] (4:13) | Mummy Dust [82] (4:07) | Majesty [84] (5:24) | Devil Church [82] (1:06) | Absolution [92] (4:50) | Deus In Absentia [93] (5:37),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,90.9,Total Length: 41 minutes,82,81,https://www.albumoftheyear.org/album/33977-ghost-meliora.php
"August 30, 2018",Armand Hammer,Paraffin,80,https://www.youtube.com/watch?v=PBAuMgx3uwk,353,3,LP,Backwoodz Studioz,"Abstract Hip Hop, East Coast Hip Hop","Ohbliv, Elucid, Kenny Segal, August Fanon, Messiah Musik",NA,NA,NA,NA,NA,NA,80,80,https://www.albumoftheyear.org/album/120260-armand-hammer-paraffin.php
"October 11, 2011",Future Islands,On The Water,60,https://www.youtube.com/watch?v=cDpIC-MaY4Y,90,19,LP,Thrill Jockey,Synthpop,NA,future-islands.com,NA,NA,NA,NA,NA,75,78,https://www.albumoftheyear.org/album/2717-future-islands-on-the-water.php
"June 20, 2021",Backxwash,I Lie Here Buried With My Rings and My Dresses,80,https://youtu.be/6kWWLOampOM,735,7,LP,Ugly Hag,"Industrial Hip Hop, Horrorcore, Industrial Metal","clipping., Backxwash, Nowhere2Run, Will Owen Bennett",NA,Purpose of Pain [73] (1:21) | WAIL of the BANSHEE [80] (2:04) | I LIE HERE BURIED WITH MY RINGS and MY DRESSES [85] (4:58) | TERROR PACKETS [85] (4:59) | IN THY HOLY NAME [83] (3:35) | Blood In the Water [78] (1:39) | SONG of SINNERS [84] (4:45) | 666 In Luxaxa [81] (2:38) | Nine Hells [83] (2:58) | BURN TO ASHES [85] (4:01),NA | SurgeryHead | Ada Rook | Censored Dialogue | Lauren Bousfield | NA | Sad13 | NA | NA | Michael Go,10,81.7,Total Length: 33 minutes,76,80,https://www.albumoftheyear.org/album/257593-backxwash-i-lie-here-buried-with-my-rings-and-my-dresses.php
"May 7, 2021",Weezer,Van Weezer,50,https://youtu.be/VDUg_ZwswSg,912,26,LP,"Atlantic, Crush","Power Pop, Alternative Rock, Glam Rock",Suzy Shinn,weezer.com,The End of the Game [74] (3:01) | All The Good Ones [62] (2:44) | Hero [72] (3:56) | I Need Some of That [69] (3:19) | Beginning of the End [75] (3:15) | Blue Dream [45] (2:50) | 1 More Hit [57] (3:05) | Sheila Can Do It [54] (2:57) | She Needs Me [47] (2:52) | Precious Metal Girl [62] (2:50),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,61.7,Total Length: 30 minutes,55,64,https://www.albumoftheyear.org/album/176411-weezer-van-weezer.php
"November 17, 2014",Mr. Oizo,The Church,70,https://www.youtube.com/watch?v=yfLG6UBCSEU,20,7,LP,Brainfeeder,"Electronic, Wonky, Electro House",NA,NA,NA,NA,NA,NA,NA,74,57,https://www.albumoftheyear.org/album/23151-mr-oizo-the-church.php
"May 14, 2013",Anamanaguchi,Endless Fantasy,60,https://www.youtube.com/watch?v=gx6YSnW3tUc,65,5,LP,"dream.hax, Inpartmaint","Electronic, Chiptune",NA,NA,NA,NA,NA,NA,NA,75,68,https://www.albumoftheyear.org/album/11828-anamanaguchi-endless-fantasy.php
"June 9, 2017",SZA,Ctrl,70,https://www.youtube.com/watch?v=iNGIJ0GG77o,2397,21,LP,"Top Dawg, RCA","Alternative R&B, Neo-Soul","Cam O'bi, ThankGod4Cody, LoveDragon, Bēkon, Carter Lang, The Donuts",NA,Supermodel [90] (3:01) | Love Galore [89] (4:35) | Doves In the Wind [85] (4:26) | Drew Barrymore [90] (3:51) | Prom [87] (3:16) | The Weekend [90] (4:32) | Go Gina [84] (2:41) | Garden (Say It Like Dat) [89] (3:28) | Broken Clocks [89] (3:51) | Anything [84] (2:29) | Wavy (Interlude) [81] (1:15) | Normal Girl [86] (4:13) | Pretty Little Birds [82] (4:05) | 20 Something [86] (3:18),NA | Travis Scott | Kendrick Lamar | NA | NA | NA | NA | NA | NA | NA | James Fauntleroy | NA | Isaiah Rashad | NA,14,86.57142857142857,Total Length: 49 minutes,82,82,https://www.albumoftheyear.org/album/70504-sza-ctrl.php
"December 18, 2012",Chief Keef,Finally Rich,40,https://www.youtube.com/watch?v=0fRWxAV3Eik,540,15,LP,Interscope,"Drill, Gangsta Rap","YG, Mike WiLL Made It, Young Chop, LeekELeek, Pluss, Larry Jackson, Rovaun P Manuel, KE On The Track, Casa Di",NA,NA,NA,NA,NA,NA,75,57,https://www.albumoftheyear.org/album/4504-chief-keef-finally-rich.php
"March 3, 2022",The Cool Kids,BEFORE SHIT GOT WEIRD,70,https://youtu.be/nymPPGzNouU,60,2,LP,"Sounds Like Fun, Empire",Experimental Hip Hop,NA,NA,NA,NA,NA,NA,NA,69,74,https://www.albumoftheyear.org/album/462201-the-cool-kids-before-shit-got-weird.php
"February 4, 2014",Xiu Xiu,Angel Guts: Red Classroom,70,https://www.youtube.com/watch?v=nzO5rysgAQs,170,20,LP,NA,Art Rock,NA,xiuxiu.org,NA,NA,NA,NA,NA,71,61,https://www.albumoftheyear.org/album/12005-xiu-xiu-angel-guts-red-classroom.php
"February 5, 2016",Lucinda Williams,The Ghosts of Highway 20,60,https://www.youtube.com/watch?v=oZCWposs7do,71,21,LP,Highway 20,"Americana, Singer-Songwriter, Alt-Country",NA,lucindawilliams.com,NA,NA,NA,NA,NA,72,80,https://www.albumoftheyear.org/album/44346-lucinda-williams-the-ghosts-of-highway-20.php
"August 12, 2014",Mick Jenkins,The Water[s],80,https://www.youtube.com/watch?v=raY3t5Ukt4k,381,5,Mixtape,"Cinematic, Free Nation","Hip Hop, Cloud Rap, Conscious Hip Hop",NA,mickjenkins.com,NA,NA,NA,NA,NA,80,78,https://www.albumoftheyear.org/album/19696-mick-jenkins-the-waters.php
"August 25, 2014",Royal Blood,Royal Blood,50,https://www.youtube.com/watch?v=guCMYIlKSac,586,20,LP,Warner Bros.,"Alternative Rock, Hard Rock","Mike Kerr, Tom Dalgety, Ben Thatcher",royalbloodband.com,Out of the Black [92] (4:00) | Come On Over [87] (2:53) | Figure It Out [80] (3:03) | You Can Be So Cruel [79] (2:44) | Blood Hands [76] (3:09) | Little Monster [87] (3:32) | Loose Change [78] (2:35) | Careless [77] (3:21) | Ten Tonne Skeleton [81] (3:07) | Better Strangers [70] (4:12),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,80.7,Total Length: 32 minutes,74,69,https://www.albumoftheyear.org/album/19133-royal-blood-royal-blood.php
"July 26, 2019",Rich Brian,The Sailor,60,https://www.youtube.com/watch?v=n6wpOWd92kc,968,4,LP,"88rising, 12Tone","Pop Rap, Hip Hop","Kid Culture, The Donuts",NA,The Sailor [88] (3:40) | Rapapapa [82] (4:07) | Yellow [94] (4:51) | Kids [89] (4:30) | Drive Safe [86] (4:00) | Confetti [74] (2:52) | Vacant [77] (2:32) | No Worries [73] (2:43) | 100 Degrees [69] (2:46) | Slow Down Turbo [84] (3:59) | Curious [85] (3:45) | Where Does the Time Go [87] (4:11),NA | RZA | Bekon | NA | NA | NA | NA | NA | NA | NA | NA | Joji,12,82.33333333333333,Total Length: 44 minutes,73,71,https://www.albumoftheyear.org/album/162205-rich-brian-the-sailor.php
"March 6, 2013",Makthaverskan,II,70,https://www.youtube.com/watch?v=7VLIVkZyCgY,37,4,LP,Self-Released,"Post-Punk, Indie Rock",NA,www.makthaverskan.se,NA,NA,NA,NA,NA,78,73,https://www.albumoftheyear.org/album/7956-makthaverskan-ii.php
"October 6, 2017",Primitive Man,Caustic,80,https://www.youtube.com/watch?v=1bkP7n6RhSk,66,4,LP,Relapse,"Doom Metal, Sludge Metal",NA,NA,NA,NA,NA,NA,NA,74,79,https://www.albumoftheyear.org/album/86634-primitive-man-caustic.php
"September 14, 2010",Black Milk,Album of The Year,40,https://www.youtube.com/watch?v=KJUXbD0MlHU,21,10,LP,Fat Beats,Hip Hop,NA,blackmilk.biz,NA,NA,NA,NA,NA,63,71,https://www.albumoftheyear.org/album/2179-black-milk-album-of-the-year.php
"March 13, 2020",Jay Electronica,A Written Testimony,50,https://www.youtube.com/watch?v=9j3Y7LYl3H8,1246,11,LP,Roc Nation,"Abstract Hip Hop, Conscious Hip Hop, Southern Hip Hop, Hip Hop","James Blake, AraabMuzik, The Alchemist, Swizz Beatz, Hit-Boy, Khruangbin, No I.D., G. Ry",NA,The Overwhelming Event [74] (2:17) | Ghost Of Soulja Slim [87] (4:26) | The Blinding [88] (2:48) | The Neverending Story [86] (4:20) | Shiny Suit Theory [84] (4:03) | Universal Soldier [86] (4:18) | Flux Capacitor [80] (3:26) | Fruits Of The Spirit [84] (1:34) | Ezekiel’s Wheel [78] (6:47) | A.P.I.D.T.A. [94] (5:28),NA | NA | Travis Scott | NA | The-Dream | NA | NA | NA | The-Dream | NA,10,84.1,Total Length: 39 minutes,71,78,https://www.albumoftheyear.org/album/213529-jay-electronica-a-written-testimony.php
"August 31, 2018",Idles,Joy as an Act of Resistance,90,https://www.youtube.com/watch?v=4i2PpkVGQNQ,2025,31,LP,Partisan,"Post-Punk, Art Punk, Post-Hardcore",Space,idlesband.com,Colossus [97] (5:39) | Never Fight a Man with a Perm [97] (3:48) | I'm Scum [92] (3:09) | Danny Nedelko [92] (3:24) | Love Song [88] (3:05) | June [89] (3:35) | Samaritans [92] (3:30) | Television [90] (3:12) | Great [89] (2:44) | Gram Rock [86] (2:28) | Cry To Me [83] (2:24) | Rottweiler [91] (5:25),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,12,90.5,Total Length: 42 minutes,84,88,https://www.albumoftheyear.org/album/113593-idles-joy-as-an-act-of-resistance.php
"September 25, 2020",Sufjan Stevens,The Ascension,60,https://www.youtube.com/watch?v=gedRaMs5I90,1120,35,LP,Asthmatic Kitty,"Indietronica, Art Pop",Sufjan Stevens,music.sufjan.com,Make Me an Offer I Cannot Refuse [92] (5:18) | Run Away With Me [90] (4:07) | Video Game [93] (4:15) | Lamentations [87] (3:42) | Tell Me You Love Me [90] (4:21) | Die Happy [86] (5:46) | Ativan [84] (6:32) | Ursa Major [81] (3:42) | Landslide [86] (5:04) | Gilgamesh [73] (3:50) | Death Star [78] (4:04) | Goodbye To All That [80] (3:48) | Sugar [89] (7:36) | The Ascension [85] (5:56) | America1 [92] (12:29),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,15,85.73333333333333,"Total Length: 1 hour, 20 minutes",74,80,https://www.albumoftheyear.org/album/257508-sufjan-stevens-the-ascension.php
"October 7, 2016",Green Day,Revolution Radio,30,https://www.youtube.com/watch?v=w159jTHrzt4,523,32,LP,Reprise,Pop Punk,NA,greenday.com,Somewhere Now [69] (4:08) | Bang Bang [82] (3:25) | Revolution Radio [86] (3:00) | Say Goodbye [79] (3:39) | Outlaws [77] (5:02) | Bouncing Off the Wall [67] (2:40) | Still Breathing [83] (3:44) | Youngblood [68] (2:32) | Too Dumb to Die [84] (3:23) | Troubled Times [78] (3:04) | Forever Now [80] (6:52) | Ordinary World [74] (3:00),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,12,77.25,Total Length: 44 minutes,58,66,https://www.albumoftheyear.org/album/59611-green-day-revolution-radio.php
"October 4, 2019",Nick Cave & The Bad Seeds,Ghosteen,70,https://www.youtube.com/watch?v=9mhJ74tBV0E,1205,36,LP,Ghosteen,"Singer-Songwriter, Ambient Pop","Nick Cave, Warren Ellis",NickCave.com,Spinning Song [92] (4:43) | Bright Horses [96] (4:52) | Waiting for You [97] (3:54) | Night Raid [90] (5:07) | Sun Forest [92] (6:46) | Galleon Ship [89] (4:14) | Ghosteen Speaks [91] (4:02) | Leviathan [89] (4:47) | Ghosteen1 [96] (12:10) | Fireflies [87] (3:23) | Hollywood1 [95] (14:12),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,92.1818181818182,"Total Length: 1 hour, 8 minutes",81,93,https://www.albumoftheyear.org/album/178735-nick-cave-the-bad-seeds-ghosteen.php
"October 15, 2021",Fire-Toolz,Eternal Home,70,https://youtu.be/WxdzDxf0I0k,56,3,LP,Hausu Mountain,"Progressive Electronic, Post-Industrial, Avant-Garde Metal",NA,NA,"≈ In the Pinewaves ≈ [NA] (2:34) | guardian angel bear [NA] (1:01) | Odd Cat Sanctuary [NA] (5:49) | Yearning = Alchemical Fire [NA] (2:38) | Shenpa Indicator Light!!! [NA] (2:25) | --> ¶rogressive --> ¶ath --> [NA] (2:50) | Umbilical Cord Blood [NA] (3:34) | ""Lellow< ""Birbs< [NA] (1:49) | softly*chewing*quiet*stars [NA] (3:38) | Яubber Band ￦rist [NA] (4:25) | [ Maternal <3 Havening ] [NA] (1:58) | (e)y(e)s w/o a %brain% [NA] (5:38) | To Make Home, Be Home [NA] (1:58) | Thick_flowy_glowy_sparkly_stingy_pain.mpeg [NA] (3:31) | Where On EARTH Is My Sacchidānanda? [NA] (3:28) | Advaita §huffling [NA] (3:44) | Window 2 Window 2 Window 2 Window [NA] (4:09) | Awakening™ Fantasy II [NA] (3:41) | Window 2 Window 2 Window 2 Window 2 Window [NA] (2:25) | I Am a Cloud [NA] (3:47) | This Particular Universe Is Friendly ;) [NA] (3:42) | Outside =^..^= Bears [NA] (2:51) | ØFF 2 Łost Vagus [NA] (1:53) | To Make Whole, Be Whole [NA] (3:05) | World of Objects, Minus Fluids [NA] (1:25)",NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,25,NA,"Total Length: 1 hour, 18 minutes",72,75,https://www.albumoftheyear.org/album/390002-fire-toolz-eternal-home.php
